Plot_ID,Zone,Habitat,Richness,Pielou,CWM_WD,CWM_SLA,CWM_Log10_Seed_Mass,CWM_Max_Height_m,FDis,FEve,Estimated_Mean_DBH,Estimated_Mean_Height,Structural_Coverage_Percent,Use_Primary_Association,Use_Factorial_Structural,Typology_ID,Typology_Name,Short_Name,Confidence_Class,Typology_Status,PC1,PC2
CuP6,Core,Upland,12,0.82,0.6885714285714285,9.77391059520689,2.149636157607469,24.781626246666665,1.595432956136453,0.8151852102725584,22.145,23.3505,95.23809523809524,True,True,T1,Core–Upland Dense-Wood Conservative State,Dense-Wood Conservative,HIGH_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,-1.1003251875159483,2.480403860436847
CuP7,Core,Upland,10,0.853,0.6502608591225009,12.277401086536704,2.209144160424087,27.1642038524,1.785621373419769,0.796234603853356,21.196,22.148000000000003,100.0,True,True,T1,Core–Upland Dense-Wood Conservative State,Dense-Wood Conservative,HIGH_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,-0.981916363972666,1.21971941624391
CuP8,Core,Upland,11,0.82,0.6104166666666666,10.004522421318043,2.376390841879881,24.56674400458333,1.7460953380476807,0.7978924330681779,23.666666666666668,24.05458333333333,100.0,True,True,T1,Core–Upland Dense-Wood Conservative State,Dense-Wood Conservative,HIGH_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,-1.078228292182083,1.6851981367718998
CuP9,Core,Upland,14,0.876,0.6696,12.947918987766622,2.01343068912421,23.348121628720005,1.669960070235498,0.7765074705500125,20.791666666666668,21.738333333333333,96.0,True,True,T1,Core–Upland Dense-Wood Conservative State,Dense-Wood Conservative,HIGH_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,-0.839334155140217,1.8391138613517293
CuP10,Core,Upland,13,0.889,0.6372400642635879,13.084687646165843,2.1624199916747195,26.42574409191304,1.7907681573185472,0.8247789215583404,22.78695652173913,23.544347826086955,100.0,True,True,T1,Core–Upland Dense-Wood Conservative State,Dense-Wood Conservative,HIGH_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,-0.1346967945199352,1.2985045027446986
BmP1,Buffer,Major River,10,0.893,0.54,10.493065249566962,2.3493239389796328,21.62654869238096,1.6922096019465238,0.7247879056998263,27.904761904761905,26.45714285714286,100.0,True,True,T1,Core–Upland Dense-Wood Conservative State,Dense-Wood Conservative,MODERATE_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,-0.5540531110816487,0.8972225524013316
BmP2,Buffer,Major River,10,0.934,0.6011764705882352,15.43824191382353,2.252714835489446,23.327524133176468,1.585489648486885,0.780933513028226,28.338461538461537,27.85384615384616,76.47058823529412,False,True,T2,Buffer-Enriched Structurally Developed Diverse State,Structurally Developed Diverse,MODERATE_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,0.186516057304036,0.1345087794239335
BmP3,Buffer,Major River,11,0.891,0.6069565217391304,11.672870203691277,2.16831109864728,22.679145064434785,1.6852035581350082,0.7104401580565961,32.233333333333334,29.88888888888889,78.26086956521739,False,True,T2,Buffer-Enriched Structurally Developed Diverse State,Structurally Developed Diverse,LOW_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,0.2126531356114937,1.2838081482248438
BmP4,Buffer,Major River,11,0.948,0.5711111111111111,14.105906555573078,2.197130580555484,24.99491993722222,1.7597126021974243,0.81335350504935,29.85,29.8625,88.88888888888889,False,True,T2,Buffer-Enriched Structurally Developed Diverse State,Structurally Developed Diverse,HIGH_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,1.1053438432395744,0.2577475943159553
BmP5,Buffer,Major River,5,0.97,0.4599999999999999,17.267074181434733,1.4018732989339722,25.36027798,1.9907648308977288,0.9694333572848978,31.64,29.160000000000004,83.33333333333333,False,True,T3,Transition–Stream Functionally Diverse Light-Seeded State,Functionally Diverse Light-Seeded,HIGH_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,2.499678112451864,-2.178698794814271
BmP6,Buffer,Major River,14,0.922,0.555,13.194251344572068,2.006781958849116,23.497361270214288,1.7885764164145614,0.7766598784129466,29.863636363636363,28.33636363636364,78.57142857142857,False,True,T2,Buffer-Enriched Structurally Developed Diverse State,Structurally Developed Diverse,MODERATE_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,0.8923983619162492,0.9063185319964708
BmP7,Buffer,Major River,10,0.958,0.5614285714285715,15.261318085573274,1.941816130666414,20.196206499142857,1.8275097408946472,0.7587589704179671,31.83636363636364,30.281818181818185,78.57142857142857,False,True,T2,Buffer-Enriched Structurally Developed Diverse State,Structurally Developed Diverse,HIGH_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,1.1330819216584236,-0.1608308743360675
BmP8,Buffer,Major River,8,0.924,0.636470588235294,12.835224762974375,2.3587842585916303,21.100448958235297,1.5753154471664896,0.7141159994520714,27.135714285714283,26.821428571428573,82.3529411764706,False,True,T1,Core–Upland Dense-Wood Conservative State,Dense-Wood Conservative,MODERATE_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,-0.6573485469243225,0.6958316932414036
BmP9,Buffer,Major River,14,0.973,0.5781250000000001,14.35028809565496,2.238809270184188,25.544227017,1.6469926742285126,0.7665014055607058,30.43076923076924,28.66923076923077,81.25,False,True,T2,Buffer-Enriched Structurally Developed Diverse State,Structurally Developed Diverse,MODERATE_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,1.0479632852277103,0.6955645579221986
BmP10,Buffer,Major River,10,0.906,0.5690000000000001,13.731046766786818,1.8540611008154648,18.8257742008,1.6260271514830502,0.6419207491967623,28.571428571428573,27.642857142857142,70.0,False,False,,,,,,-0.491422378644917,0.5635956566815776
BsP1,Buffer,Stream,7,0.768,0.5485185185185185,12.926785118750628,1.8531747457943168,21.269943194000003,1.4615722971983691,0.42640420655001,29.06296296296296,29.17407407407407,100.0,True,True,T1,Core–Upland Dense-Wood Conservative State,Dense-Wood Conservative,LOW_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,-2.6515599875642586,0.8100859029728151
BsP2,Buffer,Stream,7,0.77,0.5675000000000001,11.880617518478736,1.496132097017028,19.9259936604,1.2376536979554675,0.6817208475770298,29.06,28.855,100.0,True,True,T1,Core–Upland Dense-Wood Conservative State,Dense-Wood Conservative,HIGH_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,-1.552083262423251,1.0961469564785344
BsP3,Buffer,Stream,8,0.878,0.541111111111111,12.414858938674309,2.7474583171693,30.47159690055556,1.670383487840285,0.7693542619485259,28.427777777777777,29.77777777777778,100.0,True,True,T1,Core–Upland Dense-Wood Conservative State,Dense-Wood Conservative,LOW_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,-0.2345454465224627,0.1461755213470999
BsP4,Buffer,Stream,13,0.845,0.5199033743906257,14.565950450277777,2.2388629136331826,22.52169870388889,1.3718923212641478,0.6903569542590597,34.56666666666667,34.044444444444444,100.0,True,True,T2,Buffer-Enriched Structurally Developed Diverse State,Structurally Developed Diverse,MODERATE_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,0.0105244760270816,0.7002772172243189
BsP5,Buffer,Stream,12,0.961,0.47,16.55329870242334,1.5042409010164042,27.4457362834,1.8642543387857864,0.8960697993611846,33.21315789473684,30.489473684210523,95.0,True,True,T3,Transition–Stream Functionally Diverse Light-Seeded State,Functionally Diverse Light-Seeded,MODERATE_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,2.618590013473903,-0.7966815975838061
BsP6,Buffer,Stream,8,0.849,0.531,11.906946770797154,1.7602390769296083,22.0661667889,1.3482727092943954,0.8804636071436512,26.945,27.385,100.0,True,True,T1,Core–Upland Dense-Wood Conservative State,Dense-Wood Conservative,HIGH_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,-0.2455377673403937,0.508927905505464
BsP7,Buffer,Stream,11,0.944,0.5061111111111112,13.090560732007642,2.602816771398309,28.261280040000003,1.7537725052501962,0.76191860081743,32.023529411764706,32.15294117647059,94.44444444444444,True,True,T2,Buffer-Enriched Structurally Developed Diverse State,Structurally Developed Diverse,HIGH_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,1.016088327344718,0.053073582125594
BsP8,Buffer,Stream,16,0.973,0.5526315789473684,15.741444597960523,1.9513772211414817,28.302088835684213,1.8390226503426368,0.8358519801121154,30.75555555555556,30.58333333333333,94.73684210526316,True,True,T2,Buffer-Enriched Structurally Developed Diverse State,Structurally Developed Diverse,MODERATE_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,2.225250178678688,0.4507680533991511
BsP9,Buffer,Stream,13,0.899,0.5617391304347826,14.913932696776266,1.7094954545951884,23.10185522069565,1.5589992381964568,0.7587968252820148,30.00454545454545,29.768181818181816,95.65217391304348,True,True,T2,Buffer-Enriched Structurally Developed Diverse State,Structurally Developed Diverse,MODERATE_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,0.6506416451894149,0.6880162021221445
BsP10,Buffer,Stream,14,0.969,0.4529166666666667,14.63175004415631,1.716171590034348,27.048230106166667,1.7638322969338716,0.8041230868903609,30.26875,29.90833333333333,100.0,True,True,T2,Buffer-Enriched Structurally Developed Diverse State,Structurally Developed Diverse,LOW_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,1.8552961897900655,-0.1156739666625679
BuP1,Buffer,Upland,7,1.0,0.4742857142857143,16.299374171428575,1.857808459358576,25.62509144071428,1.7323527466091853,0.8847929762892732,26.208571428571428,31.071428571428573,100.0,True,True,T3,Transition–Stream Functionally Diverse Light-Seeded State,Functionally Diverse Light-Seeded,MODERATE_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,1.689565333436805,-1.5043731285035205
BuP2,Buffer,Upland,10,0.945,0.6646666666666667,13.829592405120328,2.060182970210439,24.404066812666667,1.3121914361187996,0.8327168418268337,28.3625,29.191666666666663,80.0,False,True,T2,Buffer-Enriched Structurally Developed Diverse State,Structurally Developed Diverse,MODERATE_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,0.5094625164859451,0.9924018548921456
BuP3,Buffer,Upland,9,0.843,0.6822727272727273,11.341397727922017,1.949926369933223,20.33367693,1.4108311948002903,0.8242128988695961,25.452631578947365,26.389473684210525,86.36363636363636,False,True,T1,Core–Upland Dense-Wood Conservative State,Dense-Wood Conservative,HIGH_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,-0.7868002867083441,1.7351546435703904
BuP4,Buffer,Upland,11,0.838,0.6058823529411765,12.341068007622953,2.2662072373548163,25.218386820117647,1.6325721932941426,0.7250472158938284,26.33846153846154,29.25897435897436,76.47058823529412,False,True,T1,Core–Upland Dense-Wood Conservative State,Dense-Wood Conservative,HIGH_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,-0.6180362687330436,1.2862478669860415
BuP5,Buffer,Upland,11,0.806,0.5626666666666666,14.605048418415596,2.1519612836038484,26.151768024,1.52170317522943,0.6203294212967464,20.78210526315789,22.910526315789472,63.333333333333336,False,False,,,,,,-2.356069260930868,0.7345598638837683
BuP6,Buffer,Upland,12,0.935,0.6005555555555556,14.32755163822413,2.038546861009265,20.69782830655556,1.667081330417253,0.7427885480053447,28.635714285714283,30.042857142857144,77.77777777777777,False,True,T2,Buffer-Enriched Structurally Developed Diverse State,Structurally Developed Diverse,MODERATE_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,0.542679986353164,0.7296994538645232
BuP7,Buffer,Upland,13,0.977,0.5858823529411764,13.982359906494898,2.10380393891416,28.007963192941176,1.752807867226157,0.843365143118902,27.844117647058823,29.18235294117647,100.0,True,True,T2,Buffer-Enriched Structurally Developed Diverse State,Structurally Developed Diverse,HIGH_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,1.5624551238372195,0.594932216503068
BuP8,Buffer,Upland,14,0.915,0.6592,14.480674650072196,2.150386762931283,24.4110034814,1.4082109927912507,0.7350509401487123,28.84526315789473,31.14210526315789,76.0,False,True,T2,Buffer-Enriched Structurally Developed Diverse State,Structurally Developed Diverse,MODERATE_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,0.3520234696918257,1.527906262034936
BuP9,Buffer,Upland,13,0.969,0.5619999999999999,12.397619236786817,2.2107211354462164,28.3896057056,1.8201912166460104,0.8078469336338872,25.28944444444444,28.23333333333333,90.0,True,True,T2,Buffer-Enriched Structurally Developed Diverse State,Structurally Developed Diverse,MODERATE_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,1.0958743517064893,0.7916048715460811
BuP10,Buffer,Upland,16,0.892,0.61375,13.785111285515796,2.184105248529403,24.102605075416665,1.5469708070808017,0.8110248032782377,26.973529411764705,27.83529411764706,70.83333333333333,False,False,,,,,,0.319633863392181,1.5786339944282508
TmP1,Transition,Major River,6,0.936,0.5588888888888889,19.12077266090363,2.9177814188008777,26.071337613333338,1.4718575945763408,0.8502705880277295,49.36666666666666,29.45555555555556,100.0,True,True,T2,Buffer-Enriched Structurally Developed Diverse State,Structurally Developed Diverse,MODERATE_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,1.2487713591135283,-1.78400581475951
TmP2,Transition,Major River,7,0.921,0.4175,16.0992270452098,1.3798571871854517,22.68814516666667,2.1676288473661294,0.8049704513644579,40.825,24.925,100.0,True,True,T3,Transition–Stream Functionally Diverse Light-Seeded State,Functionally Diverse Light-Seeded,HIGH_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,1.7935497448547777,-1.8008590058417684
TmP3,Transition,Major River,10,0.905,0.5196774193548387,20.08505417350689,1.994913044592313,21.631212842258066,1.701411063049406,0.6536586429406628,29.48709677419355,24.71935483870968,100.0,True,True,T4,Transition–Upland Acquisitive Low-Richness Heavy-Seeded State,Acquisitive Low-Richness Heavy-Seeded,LOW_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,-0.61192989870809,-1.2426515626898833
TmP4,Transition,Major River,5,0.81,0.4611111111111111,13.847719242169044,2.485763280838047,41.24330894777778,1.0027869076632236,0.7253568025645437,23.17222222222222,24.05555555555556,100.0,True,True,T1,Core–Upland Dense-Wood Conservative State,Dense-Wood Conservative,LOW_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,-2.282932445611009,-0.5733317268481449
TmP5,Transition,Major River,4,0.875,0.4525,21.52819481355348,3.104002577047117,24.62118995375,1.297295647135223,0.7333428999438704,21.2125,20.637500000000003,100.0,True,True,T4,Transition–Upland Acquisitive Low-Richness Heavy-Seeded State,Acquisitive Low-Richness Heavy-Seeded,HIGH_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,-2.979091147385835,-2.9007423677126045
TmP6,Transition,Major River,14,0.956,0.5377777777777778,15.68767452787966,2.330184917643674,29.678493185055554,1.4951097983940702,0.7025248556315132,28.46944444444445,27.98888888888889,100.0,True,True,T2,Buffer-Enriched Structurally Developed Diverse State,Structurally Developed Diverse,MODERATE_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,0.3242604957582076,0.3043925173835502
TmP7,Transition,Major River,9,0.985,0.5389999999999999,19.03031606201734,2.855053310580858,21.2696171651,1.7859883176606266,0.755327155532082,26.635,25.25,100.0,True,True,T4,Transition–Upland Acquisitive Low-Richness Heavy-Seeded State,Acquisitive Low-Richness Heavy-Seeded,LOW_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,-0.2554958875116442,-1.5325605796875692
TmP8,Transition,Major River,7,0.935,0.4641666666666666,15.879948810334218,2.2501527052475296,35.05242623666666,1.3943505685635922,0.8415366209001289,22.84166666666667,22.725,100.0,True,True,T3,Transition–Stream Functionally Diverse Light-Seeded State,Functionally Diverse Light-Seeded,MODERATE_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,-0.406309497044215,-1.2735451322807736
TmP9,Transition,Major River,9,0.973,0.553076923076923,15.169469782262976,2.4758827057602915,25.12006452392308,1.6330604151148294,0.9328925339061472,60.93076923076923,29.084615384615383,100.0,True,True,T2,Buffer-Enriched Structurally Developed Diverse State,Structurally Developed Diverse,MODERATE_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,3.2909593952719245,-0.7467888434124285
TmP10,Transition,Major River,10,0.96,0.5299999999999999,14.005026947756502,2.3506409588723045,23.596172964666664,1.4665960823323403,0.8460223445595917,39.77,28.186666666666667,100.0,True,True,T2,Buffer-Enriched Structurally Developed Diverse State,Structurally Developed Diverse,MODERATE_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,1.2465454367801565,-0.1604918913333335
TsP1,Transition,Stream,7,0.886,0.42,16.76091873229167,1.3221971321881052,29.378471376000007,2.071419731327252,0.8033516727161705,26.86875,27.475,88.88888888888889,False,True,T3,Transition–Stream Functionally Diverse Light-Seeded State,Functionally Diverse Light-Seeded,HIGH_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,1.033923386502817,-1.6733949546122002
TsP2,Transition,Stream,7,0.914,0.4023076923076922,13.640990887702715,2.070986544481538,29.746740945384616,1.9856472167908747,0.8256685572649909,28.022222222222226,28.14444444444445,69.23076923076923,False,False,,,,,,0.8667595499567596,-1.3147580491349322
TsP3,Transition,Stream,7,0.921,0.4716666666666667,14.408525244381734,1.8725554847271952,35.98837681716667,1.7986008371256086,0.8054622874677466,33.641666666666666,34.225,100.0,True,True,T3,Transition–Stream Functionally Diverse Light-Seeded State,Functionally Diverse Light-Seeded,MODERATE_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,1.9457467069128909,-0.8826117521119053
