Plot_ID,Zone,Habitat,Plot_Total_Abundance,Richness,Shannon,Simpson,Pielou,CWM_WD,CWM_SLA,CWM_Log10_Seed_Mass,CWM_Max_Height_m,FDis,RaoQ,FEve,FRic_4D,Estimated_Mean_DBH,Estimated_Mean_Height,Estimated_Mean_Basal_Area_Contribution,Structural_Coverage_Percent,Structural_Analysis_Tier,Use_Primary_Association,Use_Factorial_Structural,Use_Full_Descriptive,Structural_Use_Class
CmP1,Core,Major River,27,12,2.294,0.881,0.923,0.6200000000000001,15.376254737931967,2.3716478540927537,25.19846108,1.549648755865329,2.04530234456821,0.7697257542664879,1.9746097690735835,27.361904761904764,26.82952380952381,639.2809523809524,77.77777777777777,SENSITIVITY_75_90,False,True,True,FACTORIAL_STRUCTURAL_SET_ONLY
CmP2,Core,Major River,33,15,2.348,0.872,0.867,0.6736363636363637,13.297145443271011,2.5964430827197376,28.267052380909085,1.3721195030879645,1.8100994168001776,0.6958913847091963,3.873760230932484,26.48888888888889,26.692222222222224,641.5444444444445,81.81818181818181,SENSITIVITY_75_90,False,True,True,FACTORIAL_STRUCTURAL_SET_ONLY
CmP3,Core,Major River,22,12,2.335,0.888,0.94,0.6368181818181818,13.503277749936744,2.627693105159757,28.226097846818185,1.6260822291125805,2.1688451167384857,0.7872191061513764,4.72463444623128,27.5825,27.922000000000004,730.49,90.9090909090909,PRIMARY_>=90,True,True,True,PRIMARY_ASSOCIATION_SET
CmP4,Core,Major River,21,10,2.174,0.871,0.944,0.6514285714285714,11.214256528610726,2.245973054844591,28.12766154571429,1.4629370108766342,1.9180920777405377,0.7221127461888238,2.5056857372628656,23.11842105263158,24.054736842105264,450.4736842105263,90.47619047619048,PRIMARY_>=90,True,True,True,PRIMARY_ASSOCIATION_SET
CmP5,Core,Major River,26,7,1.694,0.793,0.871,0.7284615384615385,10.338381713408015,2.34015951886746,25.393196780384617,1.2468049033003985,1.5698544889289685,0.8150730876406163,0.4055519734847314,22.08863636363636,22.224545454545453,393.25909090909096,84.61538461538461,SENSITIVITY_75_90,False,True,True,FACTORIAL_STRUCTURAL_SET_ONLY
CmP6,Core,Major River,22,13,2.22,0.843,0.865,0.6904545454545455,10.900978752891293,2.512535536275062,23.48750858909091,1.4337041640080512,1.8813626850639904,0.7747690508937245,3.170333776259727,21.857142857142858,21.92142857142857,386.70952380952383,95.45454545454544,PRIMARY_>=90,True,True,True,PRIMARY_ASSOCIATION_SET
CmP7,Core,Major River,30,16,2.601,0.913,0.938,0.6136666666666666,13.6672969376112,2.4021761023744457,25.86664642766667,1.610010364672139,2.1559464554953967,0.804205026000928,6.504617119738878,24.66481481481481,25.582222222222224,528.2666666666667,90.0,PRIMARY_>=90,True,True,True,PRIMARY_ASSOCIATION_SET
CmP8,Core,Major River,24,11,2.142,0.854,0.893,0.6404166666666667,12.69955534296875,2.3007868231407635,23.669227017500003,1.5797608250239128,2.0700082593034663,0.7495100519613326,2.0279806592703777,26.307894736842105,27.13684210526316,578.9105263157894,79.16666666666667,SENSITIVITY_75_90,False,True,True,FACTORIAL_STRUCTURAL_SET_ONLY
CmP9,Core,Major River,30,13,2.24,0.858,0.873,0.6306666666666667,12.80698807907898,2.3727907046165715,22.903203852,1.624104638859433,2.147215969663824,0.7193996588076528,5.482143751679288,28.11458333333333,28.80625,799.1791666666667,80.0,SENSITIVITY_75_90,False,True,True,FACTORIAL_STRUCTURAL_SET_ONLY
CmP10,Core,Major River,32,13,2.26,0.861,0.881,0.6696875,12.250228786484378,2.3163835951790874,22.1469700221875,1.3742064055878451,1.825889215302028,0.7430578264842743,4.444030240156594,24.54,26.2408,515.196,78.125,SENSITIVITY_75_90,False,True,True,FACTORIAL_STRUCTURAL_SET_ONLY
